,user_id,login_date,login_time,logout_date,logout_time,duration_seconds,session_id
31,5ce8ab8a-683b-11ee-aca7-8699b86be788,2010-05-11,2023-11-18 22:28:57,2010-05-11,2023-11-18 22:31:06,129.0,31
32,5ce8ab8a-683b-11ee-aca7-8699b86be788,2010-05-12,2023-11-18 20:59:27,2010-05-12,2023-11-18 21:02:16,169.0,32
33,5ce8ab8a-683b-11ee-aca7-8699b86be788,2010-05-13,2023-11-18 12:53:45,2010-05-13,2023-11-18 13:04:18,633.0,33
34,5ce8ab8a-683b-11ee-aca7-8699b86be788,2010-05-13,2023-11-18 13:31:45,2010-05-13,2023-11-18 13:35:11,206.0,34
35,5ce8ab8a-683b-11ee-aca7-8699b86be788,2010-05-14,2023-11-18 19:09:45,2010-05-14,2023-11-18 19:19:58,613.0,35
36,5ce8ab8a-683b-11ee-aca7-8699b86be788,2010-05-15,2023-11-18 23:52:49,2010-05-15,2023-11-18 23:54:42,113.0,36
37,5ce8ab8a-683b-11ee-aca7-8699b86be788,2010-05-17,2023-11-18 23:59:34,2010-05-18,2023-11-18 00:00:03,29.0,37
38,5ce8ab8a-683b-11ee-aca7-8699b86be788,2010-05-19,2023-11-18 23:48:27,2010-05-19,2023-11-18 23:55:25,418.0,38
39,5ce8ab8a-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 23:58:22,2010-05-22,2023-11-18 23:58:31,9.0,39
40,5ce8ab8a-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 23:59:21,2010-05-23,2023-11-18 00:04:24,303.0,40
41,5ce8ab8a-683b-11ee-aca7-8699b86be788,2010-05-23,2023-11-18 00:10:16,,,,41
42,5cea3e8c-683b-11ee-aca7-8699b86be788,2010-05-08,2023-11-18 10:34:48,2010-05-08,2023-11-18 10:40:46,358.0,42
43,5cea3e8c-683b-11ee-aca7-8699b86be788,2010-05-08,2023-11-18 14:52:59,2010-05-08,2023-11-18 15:01:55,536.0,43
44,5cea3e8c-683b-11ee-aca7-8699b86be788,2010-05-08,2023-11-18 15:08:18,2010-05-08,2023-11-18 15:10:28,130.0,44
45,5cea3e8c-683b-11ee-aca7-8699b86be788,2010-05-08,2023-11-18 16:07:10,2010-05-08,2023-11-18 16:11:52,282.0,45
46,5cea3e8c-683b-11ee-aca7-8699b86be788,2010-05-08,2023-11-18 17:49:34,2010-05-08,2023-11-18 17:57:06,452.0,46
47,5cea3e8c-683b-11ee-aca7-8699b86be788,2010-05-08,2023-11-18 18:46:31,2010-05-08,2023-11-18 18:48:06,95.0,47
48,5cea3e8c-683b-11ee-aca7-8699b86be788,2010-05-09,2023-11-18 22:26:07,2010-05-09,2023-11-18 22:34:43,516.0,48
49,5cea3e8c-683b-11ee-aca7-8699b86be788,2010-05-10,2023-11-18 20:11:34,2010-05-10,2023-11-18 20:18:03,389.0,49
50,5cea3e8c-683b-11ee-aca7-8699b86be788,2010-05-10,2023-11-18 21:50:36,2010-05-10,2023-11-18 21:56:22,346.0,50
51,5cea3e8c-683b-11ee-aca7-8699b86be788,2010-05-10,2023-11-18 22:48:41,2010-05-10,2023-11-18 22:50:51,130.0,51
52,5cea3e8c-683b-11ee-aca7-8699b86be788,2010-05-11,2023-11-18 22:37:12,2010-05-11,2023-11-18 22:39:49,157.0,52
53,5cea3e8c-683b-11ee-aca7-8699b86be788,2010-05-11,2023-11-18 23:03:07,2010-05-11,2023-11-18 23:09:17,370.0,53
54,5cea3e8c-683b-11ee-aca7-8699b86be788,2010-05-14,2023-11-18 19:29:36,2010-05-14,2023-11-18 19:34:04,268.0,54
55,5cea3e8c-683b-11ee-aca7-8699b86be788,2010-05-14,2023-11-18 19:49:38,2010-05-14,2023-11-18 19:50:36,58.0,55
56,5cea3e8c-683b-11ee-aca7-8699b86be788,2010-05-15,2023-11-18 22:04:00,2010-05-15,2023-11-18 22:12:31,511.0,56
57,5cea3e8c-683b-11ee-aca7-8699b86be788,2010-05-17,2023-11-18 23:59:35,2010-05-18,2023-11-18 00:10:51,676.0,57
58,5cea3e8c-683b-11ee-aca7-8699b86be788,2010-05-18,2023-11-18 13:58:36,2010-05-18,2023-11-18 13:58:51,15.0,58
59,5cea3e8c-683b-11ee-aca7-8699b86be788,2010-05-19,2023-11-18 23:56:10,2010-05-19,2023-11-18 23:56:37,27.0,59
60,5cea3e8c-683b-11ee-aca7-8699b86be788,2010-05-21,2023-11-18 23:59:33,2010-05-22,2023-11-18 00:04:22,289.0,60
61,5cea3e8c-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 23:59:38,2010-05-23,2023-11-18 00:05:40,362.0,61
62,5cea3e8c-683b-11ee-aca7-8699b86be788,2010-05-23,2023-11-18 00:05:40,,,,62
63,5cebc086-683b-11ee-aca7-8699b86be788,2010-05-08,2023-11-18 18:17:21,2010-05-08,2023-11-18 18:21:55,274.0,63
64,5cebc086-683b-11ee-aca7-8699b86be788,2010-05-09,2023-11-18 19:58:22,2010-05-09,2023-11-18 20:05:40,438.0,64
65,5cebc086-683b-11ee-aca7-8699b86be788,2010-05-09,2023-11-18 23:26:54,2010-05-09,2023-11-18 23:37:56,662.0,65
66,5cebc086-683b-11ee-aca7-8699b86be788,2010-05-11,2023-11-18 22:07:59,2010-05-11,2023-11-18 22:12:20,261.0,66
67,5cebc086-683b-11ee-aca7-8699b86be788,2010-05-12,2023-11-18 22:10:16,2010-05-12,2023-11-18 22:21:28,672.0,67
68,5cebc086-683b-11ee-aca7-8699b86be788,2010-05-13,2023-11-18 13:31:13,2010-05-13,2023-11-18 13:35:58,285.0,68
69,5cebc086-683b-11ee-aca7-8699b86be788,2010-05-13,2023-11-18 13:44:56,2010-05-13,2023-11-18 13:46:49,113.0,69
70,5cebc086-683b-11ee-aca7-8699b86be788,2010-05-13,2023-11-18 13:49:01,2010-05-13,2023-11-18 13:58:29,568.0,70
71,5cebc086-683b-11ee-aca7-8699b86be788,2010-05-14,2023-11-18 19:29:36,2010-05-14,2023-11-18 19:33:20,224.0,71
72,5cebc086-683b-11ee-aca7-8699b86be788,2010-05-15,2023-11-18 23:59:55,2010-05-16,2023-11-18 00:04:50,295.0,72
73,5cebc086-683b-11ee-aca7-8699b86be788,2010-05-16,2023-11-18 23:46:45,2010-05-16,2023-11-18 23:47:16,31.0,73
74,5cebc086-683b-11ee-aca7-8699b86be788,2010-05-16,2023-11-18 23:59:12,2010-05-17,2023-11-18 00:06:33,441.0,74
75,5cebc086-683b-11ee-aca7-8699b86be788,2010-05-19,2023-11-18 23:56:33,2010-05-20,2023-11-18 00:01:21,288.0,75
76,5cebc086-683b-11ee-aca7-8699b86be788,2010-05-20,2023-11-18 00:01:21,,,,76
77,5ced4c8a-683b-11ee-aca7-8699b86be788,2010-05-08,2023-11-18 11:14:12,2010-05-08,2023-11-18 11:15:42,90.0,77
78,5ced4c8a-683b-11ee-aca7-8699b86be788,2010-05-08,2023-11-18 15:01:48,2010-05-08,2023-11-18 15:02:07,19.0,78
79,5ced4c8a-683b-11ee-aca7-8699b86be788,2010-05-08,2023-11-18 19:17:18,2010-05-08,2023-11-18 19:24:19,421.0,79
80,5ced4c8a-683b-11ee-aca7-8699b86be788,2010-05-10,2023-11-18 20:45:38,2010-05-10,2023-11-18 20:46:43,65.0,80
81,5ced4c8a-683b-11ee-aca7-8699b86be788,2010-05-11,2023-11-18 21:32:08,2010-05-11,2023-11-18 21:38:21,373.0,81
82,5ced4c8a-683b-11ee-aca7-8699b86be788,2010-05-11,2023-11-18 22:54:10,2010-05-11,2023-11-18 23:02:19,489.0,82
83,5ced4c8a-683b-11ee-aca7-8699b86be788,2010-05-11,2023-11-18 23:55:35,2010-05-12,2023-11-18 00:03:00,445.0,83
84,5ced4c8a-683b-11ee-aca7-8699b86be788,2010-05-12,2023-11-18 23:13:22,2010-05-12,2023-11-18 23:20:29,427.0,84
85,5ced4c8a-683b-11ee-aca7-8699b86be788,2010-05-16,2023-11-18 23:58:34,2010-05-17,2023-11-18 00:01:45,191.0,85
86,5ced4c8a-683b-11ee-aca7-8699b86be788,2010-05-17,2023-11-18 23:58:04,2010-05-18,2023-11-18 00:02:04,240.0,86
87,5ced4c8a-683b-11ee-aca7-8699b86be788,2010-05-19,2023-11-18 23:57:17,2010-05-20,2023-11-18 00:03:07,350.0,87
88,5ced4c8a-683b-11ee-aca7-8699b86be788,2010-05-20,2023-11-18 19:59:14,2010-05-20,2023-11-18 20:01:07,113.0,88
89,5ced4c8a-683b-11ee-aca7-8699b86be788,2010-05-21,2023-11-18 23:58:55,2010-05-22,2023-11-18 00:09:04,609.0,89
90,5ced4c8a-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 00:09:04,,,,90
91,5ceed186-683b-11ee-aca7-8699b86be788,2010-05-08,2023-11-18 10:42:21,2010-05-08,2023-11-18 10:48:28,367.0,91
92,5ceed186-683b-11ee-aca7-8699b86be788,2010-05-08,2023-11-18 14:41:54,2010-05-08,2023-11-18 14:49:36,462.0,92
93,5ceed186-683b-11ee-aca7-8699b86be788,2010-05-08,2023-11-18 14:54:28,2010-05-08,2023-11-18 15:05:03,635.0,93
94,5ceed186-683b-11ee-aca7-8699b86be788,2010-05-09,2023-11-18 21:58:51,2010-05-09,2023-11-18 22:03:52,301.0,94
95,5ceed186-683b-11ee-aca7-8699b86be788,2010-05-10,2023-11-18 22:35:01,2010-05-10,2023-11-18 22:40:27,326.0,95
96,5ceed186-683b-11ee-aca7-8699b86be788,2010-05-11,2023-11-18 14:17:10,2010-05-11,2023-11-18 14:27:48,638.0,96
97,5ceed186-683b-11ee-aca7-8699b86be788,2010-05-11,2023-11-18 21:50:03,2010-05-11,2023-11-18 21:53:11,188.0,97
98,5ceed186-683b-11ee-aca7-8699b86be788,2010-05-11,2023-11-18 23:29:43,2010-05-11,2023-11-18 23:35:49,366.0,98
99,5ceed186-683b-11ee-aca7-8699b86be788,2010-05-11,2023-11-18 23:55:33,2010-05-12,2023-11-18 00:06:50,677.0,99
100,5ceed186-683b-11ee-aca7-8699b86be788,2010-05-12,2023-11-18 19:35:01,2010-05-12,2023-11-18 19:42:24,443.0,100
101,5ceed186-683b-11ee-aca7-8699b86be788,2010-05-13,2023-11-18 13:42:14,2010-05-13,2023-11-18 13:44:57,163.0,101
102,5ceed186-683b-11ee-aca7-8699b86be788,2010-05-14,2023-11-18 16:28:26,2010-05-14,2023-11-18 16:32:01,215.0,102
103,5ceed186-683b-11ee-aca7-8699b86be788,2010-05-14,2023-11-18 19:12:12,2010-05-14,2023-11-18 19:14:16,124.0,103
104,5ceed186-683b-11ee-aca7-8699b86be788,2010-05-14,2023-11-18 19:44:50,2010-05-14,2023-11-18 19:54:38,588.0,104
105,5ceed186-683b-11ee-aca7-8699b86be788,2010-05-17,2023-11-18 23:41:59,2010-05-17,2023-11-18 23:45:31,212.0,105
106,5ceed186-683b-11ee-aca7-8699b86be788,2010-05-17,2023-11-18 23:59:56,2010-05-18,2023-11-18 00:04:21,265.0,106
107,5ceed186-683b-11ee-aca7-8699b86be788,2010-05-18,2023-11-18 13:54:48,2010-05-18,2023-11-18 14:02:49,481.0,107
108,5ceed186-683b-11ee-aca7-8699b86be788,2010-05-19,2023-11-18 23:55:23,2010-05-19,2023-11-18 23:59:42,259.0,108
109,5ceed186-683b-11ee-aca7-8699b86be788,2010-05-19,2023-11-18 23:59:47,2010-05-20,2023-11-18 00:04:40,293.0,109
110,5ceed186-683b-11ee-aca7-8699b86be788,2010-05-20,2023-11-18 19:58:55,2010-05-20,2023-11-18 20:03:03,248.0,110
111,5ceed186-683b-11ee-aca7-8699b86be788,2010-05-20,2023-11-18 20:03:42,,,,111
112,5cf0674e-683b-11ee-aca7-8699b86be788,2010-05-09,2023-11-18 19:52:55,2010-05-09,2023-11-18 20:03:34,639.0,112
113,5cf0674e-683b-11ee-aca7-8699b86be788,2010-05-10,2023-11-18 19:51:52,2010-05-10,2023-11-18 19:54:38,166.0,113
114,5cf0674e-683b-11ee-aca7-8699b86be788,2010-05-10,2023-11-18 20:47:24,2010-05-10,2023-11-18 20:56:11,527.0,114
115,5cf0674e-683b-11ee-aca7-8699b86be788,2010-05-10,2023-11-18 23:17:07,2010-05-10,2023-11-18 23:22:42,335.0,115
116,5cf0674e-683b-11ee-aca7-8699b86be788,2010-05-12,2023-11-18 21:01:58,2010-05-12,2023-11-18 21:04:50,172.0,116
117,5cf0674e-683b-11ee-aca7-8699b86be788,2010-05-12,2023-11-18 23:54:28,2010-05-12,2023-11-18 23:55:45,77.0,117
118,5cf0674e-683b-11ee-aca7-8699b86be788,2010-05-14,2023-11-18 13:23:45,2010-05-14,2023-11-18 13:32:44,539.0,118
119,5cf0674e-683b-11ee-aca7-8699b86be788,2010-05-15,2023-11-18 23:54:01,2010-05-16,2023-11-18 00:03:23,562.0,119
120,5cf0674e-683b-11ee-aca7-8699b86be788,2010-05-16,2023-11-18 23:39:10,2010-05-16,2023-11-18 23:43:59,289.0,120
121,5cf0674e-683b-11ee-aca7-8699b86be788,2010-05-16,2023-11-18 23:53:59,2010-05-16,2023-11-18 23:57:42,223.0,121
122,5cf0674e-683b-11ee-aca7-8699b86be788,2010-05-18,2023-11-18 13:57:57,2010-05-18,2023-11-18 13:59:31,94.0,122
123,5cf0674e-683b-11ee-aca7-8699b86be788,2010-05-20,2023-11-18 19:57:45,2010-05-20,2023-11-18 19:59:28,103.0,123
124,5cf0674e-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 23:58:51,2010-05-22,2023-11-18 23:58:51,0.0,124
125,5cf0674e-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 23:58:57,2010-05-23,2023-11-18 00:08:55,598.0,125
126,5cf0674e-683b-11ee-aca7-8699b86be788,2010-05-23,2023-11-18 00:08:55,,,,126
127,5cf1f21c-683b-11ee-aca7-8699b86be788,2010-05-09,2023-11-18 22:49:07,2010-05-09,2023-11-18 22:58:09,542.0,127
128,5cf1f21c-683b-11ee-aca7-8699b86be788,2010-05-10,2023-11-18 20:34:33,2010-05-10,2023-11-18 20:38:07,214.0,128
129,5cf1f21c-683b-11ee-aca7-8699b86be788,2010-05-11,2023-11-18 22:06:40,2010-05-11,2023-11-18 22:13:43,423.0,129
130,5cf1f21c-683b-11ee-aca7-8699b86be788,2010-05-11,2023-11-18 23:19:09,2010-05-11,2023-11-18 23:23:44,275.0,130
131,5cf1f21c-683b-11ee-aca7-8699b86be788,2010-05-12,2023-11-18 23:28:05,2010-05-12,2023-11-18 23:33:47,342.0,131
132,5cf1f21c-683b-11ee-aca7-8699b86be788,2010-05-13,2023-11-18 10:57:59,2010-05-13,2023-11-18 11:02:24,265.0,132
133,5cf1f21c-683b-11ee-aca7-8699b86be788,2010-05-13,2023-11-18 13:32:44,2010-05-13,2023-11-18 13:42:51,607.0,133
134,5cf1f21c-683b-11ee-aca7-8699b86be788,2010-05-13,2023-11-18 13:51:38,2010-05-13,2023-11-18 13:55:57,259.0,134
135,5cf1f21c-683b-11ee-aca7-8699b86be788,2010-05-14,2023-11-18 14:20:52,2010-05-14,2023-11-18 14:31:47,655.0,135
136,5cf1f21c-683b-11ee-aca7-8699b86be788,2010-05-15,2023-11-18 23:57:29,2010-05-15,2023-11-18 23:58:21,52.0,136
137,5cf1f21c-683b-11ee-aca7-8699b86be788,2010-05-16,2023-11-18 23:41:14,2010-05-16,2023-11-18 23:51:34,620.0,137
138,5cf1f21c-683b-11ee-aca7-8699b86be788,2010-05-18,2023-11-18 13:59:34,2010-05-18,2023-11-18 14:06:08,394.0,138
139,5cf1f21c-683b-11ee-aca7-8699b86be788,2010-05-21,2023-11-18 23:57:39,2010-05-21,2023-11-18 23:59:28,109.0,139
140,5cf1f21c-683b-11ee-aca7-8699b86be788,2010-05-21,2023-11-18 23:59:28,,,,140
141,5cf37312-683b-11ee-aca7-8699b86be788,2010-05-09,2023-11-18 19:59:44,2010-05-09,2023-11-18 20:05:30,346.0,141
142,5cf37312-683b-11ee-aca7-8699b86be788,2010-05-09,2023-11-18 21:25:28,2010-05-09,2023-11-18 21:31:58,390.0,142
143,5cf37312-683b-11ee-aca7-8699b86be788,2010-05-10,2023-11-18 21:58:10,2010-05-10,2023-11-18 22:07:24,554.0,143
144,5cf37312-683b-11ee-aca7-8699b86be788,2010-05-10,2023-11-18 22:13:48,2010-05-10,2023-11-18 22:18:42,294.0,144
145,5cf37312-683b-11ee-aca7-8699b86be788,2010-05-10,2023-11-18 23:37:49,2010-05-10,2023-11-18 23:47:03,554.0,145
146,5cf37312-683b-11ee-aca7-8699b86be788,2010-05-13,2023-11-18 13:57:44,2010-05-13,2023-11-18 14:04:54,430.0,146
147,5cf37312-683b-11ee-aca7-8699b86be788,2010-05-14,2023-11-18 19:14:46,2010-05-14,2023-11-18 19:19:59,313.0,147
148,5cf37312-683b-11ee-aca7-8699b86be788,2010-05-15,2023-11-18 23:53:56,2010-05-15,2023-11-18 23:54:29,33.0,148
149,5cf37312-683b-11ee-aca7-8699b86be788,2010-05-16,2023-11-18 23:59:31,2010-05-17,2023-11-18 00:04:06,275.0,149
150,5cf37312-683b-11ee-aca7-8699b86be788,2010-05-20,2023-11-18 19:59:18,2010-05-20,2023-11-18 20:05:06,348.0,150
151,5cf37312-683b-11ee-aca7-8699b86be788,2010-05-21,2023-11-18 23:56:40,2010-05-21,2023-11-18 23:57:56,76.0,151
152,5cf37312-683b-11ee-aca7-8699b86be788,2010-05-21,2023-11-18 23:57:56,2010-05-22,2023-11-18 00:03:23,327.0,152
153,5cf37312-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 23:59:04,2010-05-23,2023-11-18 00:00:00,56.0,153
154,5cf37312-683b-11ee-aca7-8699b86be788,2010-05-23,2023-11-18 00:00:00,,,,154
155,5cf4f458-683b-11ee-aca7-8699b86be788,2010-05-09,2023-11-18 16:30:44,2010-05-09,2023-11-18 16:30:44,0.0,155
156,5cf4f458-683b-11ee-aca7-8699b86be788,2010-05-09,2023-11-18 19:48:25,2010-05-09,2023-11-18 19:56:48,503.0,156
157,5cf4f458-683b-11ee-aca7-8699b86be788,2010-05-09,2023-11-18 20:20:44,2010-05-09,2023-11-18 20:29:28,524.0,157
158,5cf4f458-683b-11ee-aca7-8699b86be788,2010-05-10,2023-11-18 20:56:50,2010-05-10,2023-11-18 20:57:52,62.0,158
159,5cf4f458-683b-11ee-aca7-8699b86be788,2010-05-11,2023-11-18 22:50:26,2010-05-11,2023-11-18 22:59:49,563.0,159
160,5cf4f458-683b-11ee-aca7-8699b86be788,2010-05-11,2023-11-18 23:15:00,2010-05-11,2023-11-18 23:21:52,412.0,160
161,5cf4f458-683b-11ee-aca7-8699b86be788,2010-05-14,2023-11-18 19:20:57,2010-05-14,2023-11-18 19:27:23,386.0,161
162,5cf4f458-683b-11ee-aca7-8699b86be788,2010-05-18,2023-11-18 13:55:00,2010-05-18,2023-11-18 13:59:43,283.0,162
163,5cf4f458-683b-11ee-aca7-8699b86be788,2010-05-18,2023-11-18 13:59:43,,,,163
164,5cf678be-683b-11ee-aca7-8699b86be788,2010-05-09,2023-11-18 19:36:43,2010-05-09,2023-11-18 19:36:43,0.0,164
165,5cf678be-683b-11ee-aca7-8699b86be788,2010-05-12,2023-11-18 20:03:09,2010-05-12,2023-11-18 20:13:07,598.0,165
166,5cf678be-683b-11ee-aca7-8699b86be788,2010-05-16,2023-11-18 23:54:42,2010-05-16,2023-11-18 23:54:42,0.0,166
167,5cf678be-683b-11ee-aca7-8699b86be788,2010-05-17,2023-11-18 23:59:44,2010-05-18,2023-11-18 00:08:03,499.0,167
168,5cf678be-683b-11ee-aca7-8699b86be788,2010-05-18,2023-11-18 13:58:43,2010-05-18,2023-11-18 14:01:07,144.0,168
169,5cf678be-683b-11ee-aca7-8699b86be788,2010-05-19,2023-11-18 23:52:04,2010-05-19,2023-11-18 23:54:58,174.0,169
170,5cf678be-683b-11ee-aca7-8699b86be788,2010-05-20,2023-11-18 19:56:22,2010-05-20,2023-11-18 19:56:45,23.0,170
171,5cf678be-683b-11ee-aca7-8699b86be788,2010-05-20,2023-11-18 19:58:55,2010-05-20,2023-11-18 19:59:54,59.0,171
172,5cf678be-683b-11ee-aca7-8699b86be788,2010-05-22,2023-11-18 23:58:01,2010-05-23,2023-11-18 00:02:41,280.0,172
173,5cf678be-683b-11ee-aca7-8699b86be788,2010-05-23,2023-11-18 00:02:41,,,,173
174,5cf8cf92-683b-11ee-aca7-8699b86be788,2010-05-09,2023-11-18 20:48:53,2010-05-09,2023-11-18 20:54:42,349.0,174
175,5cf8cf92-683b-11ee-aca7-8699b86be788,2010-05-11,2023-11-18 22:47:21,2010-05-11,2023-11-18 22:52:51,330.0,175
176,5cf8cf92-683b-11ee-aca7-8699b86be788,2010-05-11,2023-11-18 23:37:28,2010-05-11,2023-11-18 23:41:15,227.0,176
177,5cf8cf92-683b-11ee-aca7-8699b86be788,2010-05-14,2023-11-18 12:38:05,2010-05-14,2023-11-18 12:40:35,150.0,177
178,5cf8cf92-683b-11ee-aca7-8699b86be788,2010-05-14,2023-11-18 19:59:15,2010-05-14,2023-11-18 20:02:00,165.0,178
179,5cf8cf92-683b-11ee-aca7-8699b86be788,2010-05-16,2023-11-18 23:40:24,2010-05-16,2023-11-18 23:50:20,596.0,179
180,5cf8cf92-683b-11ee-aca7-8699b86be788,2010-05-18,2023-11-18 13:55:27,2010-05-18,2023-11-18 14:06:06,639.0,180
181,5cf8cf92-683b-11ee-aca7-8699b86be788,2010-05-19,2023-11-18 23:57:40,2010-05-20,2023-11-18 00:03:41,361.0,181
182,5cf8cf92-683b-11ee-aca7-8699b86be788,2010-05-20,2023-11-18 00:03:41,,,,182
183,5cfa5bc8-683b-11ee-aca7-8699b86be788,2010-05-09,2023-11-18 19:10:37,2010-05-09,2023-11-18 19:17:00,383.0,183
184,5cfa5bc8-683b-11ee-aca7-8699b86be788,2010-05-09,2023-11-18 20:43:56,2010-05-09,2023-11-18 20:46:38,162.0,184
185,5cfa5bc8-683b-11ee-aca7-8699b86be788,2010-05-09,2023-11-18 22:39:28,2010-05-09,2023-11-18 22:45:10,342.0,185
186,5cfa5bc8-683b-11ee-aca7-8699b86be788,2010-05-09,2023-11-18 23:17:52,2010-05-09,2023-11-18 23:26:59,547.0,186
187,5cfa5bc8-683b-11ee-aca7-8699b86be788,2010-05-10,2023-11-18 20:18:32,2010-05-10,2023-11-18 20:27:11,519.0,187
188,5cfa5bc8-683b-11ee-aca7-8699b86be788,2010-05-11,2023-11-18 22:35:41,2010-05-11,2023-11-18 22:40:44,303.0,188
189,5cfa5bc8-683b-11ee-aca7-8699b86be788,2010-05-13,2023-11-18 13:51:23,2010-05-13,2023-11-18 13:54:37,194.0,189
190,5cfa5bc8-683b-11ee-aca7-8699b86be788,2010-05-14,2023-11-18 19:12:12,2010-05-14,2023-11-18 19:21:01,529.0,190
191,5cfa5bc8-683b-11ee-aca7-8699b86be788,2010-05-14,2023-11-18 19:51:20,2010-05-14,2023-11-18 19:51:50,30.0,191
192,5cfa5bc8-683b-11ee-aca7-8699b86be788,2010-05-14,2023-11-18 19:58:44,2010-05-14,2023-11-18 20:05:58,434.0,192
193,5cfa5bc8-683b-11ee-aca7-8699b86be788,2010-05-16,2023-11-18 23:26:24,2010-05-16,2023-11-18 23:27:53,89.0,193
